feature,importance
cat__fin_moodys_company_name_Steris Corp,0.0
cat__fin_moodys_company_name_Steripack Medical Poland Sp. z o.o.,0.0
cat__fin_moodys_company_name_Prosci Nordics ApS,0.0
cat__fin_moodys_company_name_Sterimed UK Holdings LTD,0.0
cat__fin_moodys_company_name_Sterigenics Denmark A/S,0.0
cat__fin_moodys_company_name_Stena Recycling A/S,0.0
cat__fin_moodys_company_name_Steiert Praezisionsformenbau GmbH,0.0
cat__fin_moodys_company_name_Yara Danmark A/S,0.0
cat__fin_moodys_company_name_Solvias AG,0.0
cat__fin_moodys_company_name_West Pharmaceutical Services Deutschland GmbH & Co. KG,0.0
cat__fin_moodys_company_name_Softbox Systems Limited,0.0
num__missingindicator_fin_Total_shareholders'_funds_and_liabilitiesth_DKK,0.0
num__missingindicator_fin_profit_margin,0.0
cat__fin_moodys_company_name_Sensitech EMEA B.V.,0.0
cat__incoterms_DAF Delivered to frontier,0.0
cat__fin_moodys_company_name_PMC Ouvrie,0.0
cat__fin_moodys_company_name_Professional Packaging Systems A/S,0.0
num__missingindicator_fin_solvency_ratio_asset_based,0.0
cat__fin_moodys_company_name_Kuehne + Nagel Pte. Ltd.,0.0
cat__fin_moodys_company_name_Kuwait Petroleum - Belgium,0.0
cat__fin_moodys_company_name_L. Thalund Instrument ApS,0.0
cat__fin_moodys_company_name_Leguay Emballages,0.0
cat__fin_moodys_company_name_Leman A/S,0.0
cat__fin_moodys_company_name_Lemvigh-Muller A/S,0.0
cat__fin_moodys_company_name_Life Technologies Limited,0.0
cat__fin_moodys_company_name_Linds Handel ApS,0.0
"cat__fin_moodys_company_name_Kovac MED Co.,Ltd",0.0
num__missingindicator_fin_short_term_liabilities_equity_ratio,0.0
cat__fin_moodys_company_name_Lugaia AG,0.0
cat__fin_moodys_company_name_Lyngholm Filtration ApS,0.0
cat__fin_moodys_company_name_MFS Technology (S) PTE LTD,0.0
cat__fin_moodys_company_name_MGS Lynge A/S,0.0
cat__fin_moodys_company_name_MGS Roskilde A/S,0.0
"cat__fin_moodys_company_name_Macco Organiques, s.r.o.",0.0
cat__fin_moodys_company_name_Kuehne + Nagel A/S,0.0
cat__fin_moodys_company_name_Kirsch Pharma GmbH,0.0
cat__fin_moodys_company_name_Presto Engineering France,0.0
num__missingindicator_fin_roe_net_income,0.0
cat__fin_moodys_company_name_Getinge Danmark A/S,0.0
cat__fin_moodys_company_name_Grathwol A/S,0.0
cat__fin_moodys_company_name_Groesfjeld Advanced Cleaning Solutions ApS,0.0
cat__fin_moodys_company_name_Hamilton Nordic AB,0.0
cat__fin_moodys_company_name_Holm & Halby A/S,0.0
cat__fin_moodys_company_name_Husky Injection Molding Systems,0.0
cat__fin_moodys_company_name_IGS B.V.,0.0
cat__fin_moodys_company_name_Implement Consulting Group Malmoe AB,0.0
cat__fin_moodys_company_name_Kebo AG,0.0
cat__fin_moodys_company_name_Implement Consulting Group P/S,0.0
cat__fin_moodys_company_name_Inovyn Europe Limited,0.0
cat__fin_moodys_company_name_Insatech A/S,0.0
cat__fin_moodys_company_name_J. Krebs & Co. A/S,0.0
cat__fin_moodys_company_name_K+S Minerals and Agriculture GmbH,0.0
cat__fin_moodys_company_name_Kalundborg Bioenergi ApS,0.0
cat__fin_moodys_company_name_Kalundborg Forsyning A/S,0.0
cat__fin_moodys_company_name_Mariager Salt Specialties A/S,0.0
cat__fin_moodys_company_name_Marius Pedersen A/S,0.0
cat__fin_moodys_company_name_Maxell Europe Limited,0.0
cat__fin_closing_date_2018-06-30,0.0
cat__fin_moodys_company_name_Nuova Ompi S.R.L.,0.0
cat__fin_moodys_company_name_OPTIMA pharma GmbH,0.0
cat__fin_moodys_company_name_Omni Mold Ltd.,0.0
cat__fin_moodys_company_name_OneSeal ApS,0.0
cat__fin_moodys_company_name_Osvaldo Fernandes SA Artes Graficas,0.0
cat__fin_moodys_company_name_Our New Energy Consulting ApS,0.0
cat__fin_moodys_company_name_PA Consulting Group A/S,0.0
cat__fin_moodys_company_name_Pall Norden AB,0.0
num__missingindicator_fin_Total_liabilities_Equity_ratio,0.0
cat__fin_moodys_company_name_PaperFoam B.V.,0.0
cat__fin_moodys_company_name_Parker Hannifin Danmark ApS,0.0
cat__fin_moodys_company_name_Patheon Italia S.P.A.,0.0
cat__fin_moodys_company_name_Patheon UK Limited,0.0
cat__fin_moodys_company_name_Pfizer INC,0.0
cat__fin_moodys_company_name_Pharma-Skan ApS,0.0
cat__fin_moodys_company_name_Post Danmark A/S,0.0
num__missingindicator_fin_ebit_margin,0.0
num__missingindicator_fin_current_ratio,0.0
cat__fin_moodys_company_name_Novadan ApS,0.0
cat__fin_moodys_company_name_Norris Print-Tech A/S,0.0
cat__fin_moodys_company_name_Mesa France,0.0
cat__fin_moodys_company_name_Mesa Parts GmbH,0.0
cat__fin_moodys_company_name_Miclev Medical Products AB,0.0
cat__fin_moodys_company_name_Millmount Healthcare Limited,0.0
cat__fin_moodys_company_name_Mm Eson Pac AB,0.0
cat__fin_moodys_company_name_NTG Neptun Transport A/S,0.0
cat__fin_moodys_company_name_Nalco Danmark ApS,0.0
cat__fin_moodys_company_name_Nicapac AB,0.0
cat__fin_moodys_company_name_Nichepharm Lifesciences Private Limited,0.0
cat__fin_moodys_company_name_Nilaus Plast ApS,0.0
cat__fin_moodys_company_name_Nilfisk A/S,0.0
cat__fin_moodys_company_name_Nippon Gases Danmark A/S,0.0
cat__fin_moodys_company_name_Nolato Cerbo AB,0.0
cat__fin_moodys_company_name_Norchim,0.0
cat__fin_moodys_company_name_Nordmann Nordic AB,0.0
cat__fin_closing_date_2017-12-31,0.0
cat__fin_closing_date_2023-10-31,0.0
cat__fin_closing_date_2018-12-31,0.0
cat__Shares outstanding_6.072.451,0.0
cat__Shares outstanding_72.021.491,0.0
cat__Shares outstanding_n.a.,0.0
cat__Current_market_capitalisation_DKK_103.353.116,0.0
cat__Current_market_capitalisation_DKK_112.918.290,0.0
num__fin_Number_of_months,0.0
cat__Current_market_capitalisation_DKK_2.511.971,0.0
cat__Current_market_capitalisation_DKK_2.954.260,0.0
cat__Current_market_capitalisation_DKK_30.971.635,0.0
cat__Current_market_capitalisation_DKK_85.602.561,0.0
cat__Current_market_capitalisation_DKK_86.737.935,0.0
cat__Current_market_capitalisation_DKK_953.712.217,0.0
cat__Current_market_capitalisation_DKK_n.a.,0.0
cat__Risk level_stock_closing_price_Do not source,0.0
cat__Risk level_stock_closing_price_Go ahead,0.0
cat__Risk level_stock_closing_price_No data,0.0
cat__Shares outstanding_66.270.051,0.0
cat__Shares outstanding_59.955.983,0.0
cat__supplier_sector_Food & Tobacco Manufacturing,0.0
cat__Shares outstanding_5.686.267.431,0.0
num__fin_flag_financial_risk_score_high,0.0
cat__supplier_sector_Mining & Extraction,0.0
cat__supplier_sector_Miscellaneous Manufacturing,0.0
cat__supplier_sector_Printing & Publishing,0.0
"cat__supplier_sector_Public Administration, Education, Health Social Services",0.0
cat__supplier_sector_Textiles & Clothing Manufacturing,0.0
"cat__supplier_sector_Travel, Personal & Leisure",0.0
num__esg_industry_max,0.0
cat__moodys_risk_rating_No data,0.0
cat__moodys_risk_rating_Take caution,0.0
cat__Shares outstanding_1.264.117.615,0.0
cat__Shares outstanding_118.361.220,0.0
cat__Shares outstanding_14.756.500,0.0
cat__Shares outstanding_320.036.000,0.0
num__fin_financial_risk_score,0.0
cat__Risk level_stock_closing_price_Take caution,0.0
cat__company_country_clean_Austria,0.0
cat__company_country_clean_Belgium,0.0
cat__company_country_clean_Brazil,0.0
cat__Country_France,0.0
cat__Country_Ireland,0.0
cat__Country_Norway,0.0
cat__Country_Sweden,0.0
cat__Country_Switzerland,0.0
cat__Country_United States,0.0
cat__Code_AUT,0.0
cat__Code_BEL,0.0
cat__Code_BRA,0.0
cat__Code_CHE,0.0
cat__Code_CHN,0.0
cat__Code_FIN,0.0
cat__Code_FRA,0.0
cat__Code_NOR,0.0
cat__Code_SWE,0.0
cat__Country_Finland,0.0
cat__Country_Denmark,0.0
cat__Country_China,0.0
cat__company_country_clean_Norway,0.0
cat__company_country_clean_China,0.0
num__end_year,0.0
cat__company_country_clean_Finland,0.0
cat__company_country_clean_France,0.0
cat__company_country_clean_Indonesia,0.0
cat__company_country_clean_Ireland,0.0
cat__company_country_clean_Russia,0.0
cat__Country_Brazil,0.0
cat__company_country_clean_Saudi Arabia,0.0
cat__company_country_clean_Sweden,0.0
cat__company_country_clean_Switzerland,0.0
cat__company_country_clean_United States,0.0
cat__Country_Austria,0.0
cat__Country_Belgium,0.0
"cat__supplier_sector_Leather, Stone, Clay & Glass products",0.0
cat__supplier_sector_Construction,0.0
cat__fin_closing_date_2019-06-30,0.0
cat__fin_closing_date_2024-01-31,0.0
cat__fin_closing_date_2024-04-30,0.0
cat__fin_closing_date_2024-05-31,0.0
cat__fin_closing_date_2024-06-30,0.0
cat__fin_closing_date_2024-08-31,0.0
cat__fin_closing_date_2024-09-30,0.0
cat__fin_closing_date_2024-10-31,0.0
cat__fin_closing_date_2024-11-30,0.0
num__has_environmental_appendix,0.0
cat__fin_closing_date_2025-01-31,0.0
num__lpi_below_supplier_median,0.0
cat__fin_closing_date_2025-04-30,0.0
cat__fin_closing_date_2025-05-31,0.0
cat__fin_closing_date_2025-06-30,0.0
cat__fin_closing_date_2025-08-31,0.0
cat__fin_closing_date_2025-09-30,0.0
cat__fin_closing_date_2024-03-31,0.0
num__financial_data_available,0.0
cat__supplier_sector_Computer Hardware,0.0
cat__fin_closing_date_2023-11-30,0.0
cat__fin_closing_date_2019-12-31,0.0
cat__fin_closing_date_2020-12-31,0.0
num__news_data_available,0.0
cat__fin_closing_date_2022-08-31,0.0
cat__fin_closing_date_2022-09-30,0.0
cat__fin_closing_date_2022-10-31,0.0
cat__fin_closing_date_2022-11-30,0.0
num__esg_data_available,0.0
cat__fin_closing_date_2023-01-31,0.0
cat__fin_closing_date_2023-03-31,0.0
cat__fin_closing_date_2023-04-30,0.0
cat__fin_closing_date_2023-05-31,0.0
cat__fin_closing_date_2023-08-31,0.0
cat__fin_closing_date_2023-09-30,0.0
cat__fin_moodys_company_name_Gerresheimer Horsovsky Tyn spol. s r.o.,0.0
num__is_old_and_near_expiry,0.0
cat__fin_created_at_utc_2026-03-05 09:02:26.421112+00:00,0.0
cat__fin_created_at_utc_2026-03-12 15:07:22.230528+00:00,0.0
cat__fin_Status_Dissolved (merger or take-over),0.0
cat__fin_Implied_rating - original_Aa3,0.0
cat__fin_Implied_rating - original_Aaa,0.0
cat__fin_Implied_rating - original_B1,0.0
num__fin_flag_interest_coverage_weak,0.0
num__fin_flag_interest_coverage_stress,0.0
num__fin_flag_short_term_liab_equity_high,0.0
cat__fin_Implied_rating - original_Ba3,0.0
num__fin_flag_debt_asset_high,0.0
cat__fin_Implied_rating - original_Caa-C,0.0
num__fin_flag_short_term_gearing_high,0.0
num__fin_flag_long_term_gearing_high,0.0
cat__Risk level_No data,0.0
num__fin_flag_gearing_high,0.0
cat__supplier_sector_Biotechnology and Life Sciences,0.0
num__fin_flag_financial_risk_score_very_high,0.0
num__fin_flag_very_low_solvency,0.0
cat__fin_Implied_rating - original_Aa1,0.0
cat__fin_Implied_rating - original_A3,0.0
num__supplier_is_publicly_listed,0.0
num__market_flag_high_beta,0.0
cat__fin_implied_rating_Aaa,0.0
cat__fin_implied_rating_B,0.0
