Country,Code,LPI_Score,Customs,Infrastructure,International_Shipments,Logistics_Competence,Tracking_Tracing,Timeliness,Year
Mauritius,MUS,2.732952,2.705,2.8,2.12,2.85631,2.999167,2.999167,2018
Lebanon,LBN,2.716853,2.384615,2.637081,2.803747,2.470414,2.803747,3.179649,2018
Brunei Darussalam,BRN,2.706557,2.622014,2.460946,2.51339,2.709827,2.747244,3.173628,2018
"Macedonia, FYR",MKD,2.704895,2.452814,2.473593,2.837229,2.74329,2.64329,3.034922,2018
Lao PDR,LAO,2.70029,2.61287,2.441327,2.715686,2.64902,2.914022,2.842594,2018
Peru,PER,2.693249,2.529412,2.281358,2.843858,2.421468,2.554801,3.445582,2018
Jordan,JOR,2.687973,2.491395,2.718464,2.443329,2.545078,2.77235,3.183243,2018
Uruguay,URY,2.685087,2.514882,2.43324,2.734974,2.708626,2.780353,2.906435,2018
Maldives,MDV,2.665471,2.398724,2.717922,2.659099,2.28615,2.600275,3.322872,2018
Dominican Republic,DOM,2.661765,2.405002,2.357383,2.770082,2.441572,2.974905,2.980595,2018
Albania,ALB,2.659603,2.347126,2.293674,2.823862,2.558898,2.665647,3.202666,2018
São Tomé and Principe,STP,2.653207,2.714286,2.330496,2.415986,2.646285,2.783317,3.014706,2018
Djibouti,DJI,2.634621,2.347337,2.791781,2.454545,2.249587,2.849587,3.150413,2018
Burkina Faso,BFA,2.621464,2.412879,2.430736,2.917749,2.459957,2.401515,3.037879,2018
Armenia,ARM,2.607607,2.573787,2.484109,2.649059,2.503441,2.511196,2.896062,2018
Honduras,HND,2.603918,2.238815,2.473403,2.662292,2.722923,2.677468,2.833523,2018
Sri Lanka,LKA,2.597928,2.582417,2.489011,2.514735,2.423826,2.787462,2.787462,2018
Cameroon,CMR,2.595547,2.459686,2.57248,2.872728,2.596936,2.471378,2.565542,2018
Mali,MLI,2.590265,2.153846,2.302539,2.702539,2.450493,3.077022,2.827022,2018
Malawi,MWI,2.585645,2.425926,2.175926,2.550926,2.675926,2.666667,2.975,2018
Cambodia,KHM,2.578608,2.369744,2.144546,2.793963,2.408093,2.515013,3.155346,2018
Uzbekistan,UZB,2.577256,2.103333,2.57,2.423333,2.587714,2.709048,3.09,2018
Bangladesh,BGD,2.576581,2.3,2.38868,2.562778,2.483444,2.785,2.923681,2018
El Salvador,SLV,2.575521,2.301136,2.249457,2.710675,2.560868,2.471675,3.098685,2018
Uganda,UGA,2.575405,2.610558,2.193993,2.760893,2.496367,2.414145,2.899217,2018
Belarus,BLR,2.574633,2.349962,2.440539,2.309091,2.641731,2.536468,3.176941,2018
Solomon Islands,SLB,2.57124,2.773972,2.206511,2.20487,2.733442,2.37316,3.116667,2018
Tunisia,TUN,2.569547,2.375,2.097569,2.49757,2.29757,2.864583,3.236042,2018
Ghana,GHA,2.565348,2.452214,2.44289,2.533799,2.506604,2.57094,2.87094,2018
Comoros,COM,2.557098,2.625,2.25,2.494978,2.213542,2.927827,2.804502,2018
Kyrgyz Republic,KGZ,2.54609,2.75,2.375,2.215402,2.358259,2.643973,2.940848,2018
Morocco,MAR,2.539661,2.328104,2.434603,2.575211,2.489252,2.512709,2.878139,2018
Nigeria,NGA,2.532085,1.966667,2.559722,2.522222,2.398611,2.684722,3.068333,2018
Zambia,ZMB,2.526313,2.180161,2.303431,3.052819,2.48139,1.98139,3.052819,2018
"Bahamas, The",BHS,2.525412,2.684211,2.408433,2.50145,2.267881,2.517881,2.751119,2018
Jamaica,JAM,2.518664,2.415685,2.324362,2.534271,2.536251,2.480695,2.79256,2018
Nepal,NPL,2.513022,2.289835,2.194139,2.360806,2.464161,2.645979,3.100524,2018
"Congo, Rep.",COG,2.485858,2.272727,2.066116,2.866116,2.281405,2.377966,2.949395,2018
Moldova,MDA,2.455908,2.253755,2.019938,2.693258,2.299887,2.205764,3.166819,2018
Algeria,DZA,2.448071,2.13028,2.421383,2.38747,2.391247,2.604862,2.761177,2018
Togo,TGO,2.447461,2.314394,2.23245,2.518939,2.249719,2.449635,2.878886,2018
Georgia,GEO,2.442824,2.423617,2.382213,2.375546,2.25668,2.25668,2.945344,2018
"Congo, Dem. Rep.",ZAR,2.428379,2.369953,2.116204,2.366204,2.493663,2.508333,2.686857,2018
Sudan,SDN,2.427574,2.135556,2.181818,2.581818,2.50505,2.50505,2.616162,2018
Pakistan,PAK,2.419197,2.122048,2.197486,2.629385,2.58688,2.265452,2.663294,2018
Chad,TCD,2.417437,2.153846,2.372041,2.369527,2.619823,2.372041,2.619823,2018
Trinidad and Tobago,TTO,2.415642,2.423196,2.382692,2.586367,2.270751,2.267067,2.531926,2018
Guatemala,GTM,2.414617,2.157708,2.19619,2.332191,2.248857,2.415524,3.111029,2018
Turkmenistan,TKM,2.409804,2.350292,2.228861,2.287685,2.307501,2.557501,2.71865,2018
"Gambia, The",GMB,2.401189,2.076923,1.818935,2.705325,2.205325,2.805326,2.705325,2018
Madagascar,MDG,2.389411,2.31615,2.159544,2.185464,2.329992,2.610218,2.732839,2018
Guinea-Bissau,GNB,2.387105,2.007955,1.77974,2.534091,2.284091,2.784091,2.856331,2018
Mongolia,MNG,2.373274,2.224493,2.096491,2.48538,2.207602,2.099759,3.060681,2018
Bolivia,BOL,2.358376,2.318927,2.152436,2.535217,2.210882,2.131688,2.742127,2018
Guyana,GUY,2.358312,2.553678,2.089314,2.167913,2.235694,2.439111,2.646677,2018
Fiji,FJI,2.351727,2.412106,2.402761,2.162106,2.307692,2.307692,2.538461,2018
Tajikistan,TJK,2.339558,1.923077,2.166173,2.312612,2.33284,2.33284,2.948976,2018
Mauritania,MRT,2.331071,2.2,2.262861,2.192369,2.192369,2.46841,2.676646,2018
Equatorial Guinea,GNQ,2.317643,1.910268,1.875,2.875,2.25,2.125,2.75,2018
Myanmar,MMR,2.297734,2.166667,1.994689,2.199142,2.279251,2.202327,2.908419,2018
Syrian Arab Republic,SYR,2.295541,1.819048,2.514286,2.3663,2.289377,2.3663,2.443223,2018
Lesotho,LSO,2.277266,2.361111,1.958333,2.208333,2.032408,2.365741,2.699074,2018
"Yemen, Rep.",YEM,2.265255,2.400794,2.116794,2.206984,2.259524,2.161905,2.426191,2018
Senegal,SEN,2.252378,2.169242,2.224286,2.363394,2.106639,2.106639,2.518404,2018
"Venezuela, RB",VEN,2.229216,1.787384,2.096936,2.379562,2.206915,2.294127,2.581759,2018
Liberia,LBR,2.229198,1.905628,1.914419,2.082001,2.139074,2.048165,3.246348,2018
Somalia,SOM,2.208677,2.0,1.812865,2.612865,2.304539,2.23311,2.204196,2018
Guinea,GIN,2.200858,2.447016,1.555556,2.322016,2.072016,2.697016,2.03689,2018
Cuba,CUB,2.197159,2.029672,2.041667,2.270412,2.202441,2.146886,2.462494,2018
Iraq,IRQ,2.176271,1.839437,2.0335,2.324812,1.908431,2.191533,2.719949,2018
Papua New Guinea,PNG,2.174101,2.321008,1.97076,2.147231,1.882747,2.257747,2.43608,2018
Bhutan,BTN,2.16898,2.136382,1.908333,1.803902,2.346263,2.346263,2.486475,2018
Gabon,GAB,2.161902,1.95554,2.091861,2.098679,2.074762,2.06746,2.672265,2018
Central African Republic,CAF,2.148357,2.238095,1.928571,2.304762,1.928571,2.104762,2.333333,2018
Zimbabwe,ZWE,2.120121,2.0,1.833333,2.055556,2.160494,2.262147,2.385957,2018
Haiti,HTI,2.112341,2.031682,1.944633,2.005479,2.186149,2.054122,2.439257,2018
Libya,LBY,2.106462,1.953632,2.248718,1.989135,2.045299,1.635844,2.770085,2018
Eritrea,ERI,2.087142,2.133929,1.8625,2.0875,2.167262,2.167262,2.081548,2018
Sierra Leone,SLE,2.078033,1.818182,1.818182,2.184298,2.0,2.272727,2.338329,2018
Niger,NER,2.06995,1.7655,2.001111,2.001111,2.1,2.223333,2.334445,2018
Burundi,BDI,2.063609,1.6875,1.952865,2.214416,2.332091,2.006542,2.165472,2018
Angola,AGO,2.046158,1.571429,1.857143,2.202283,2.004317,2.004317,2.594983,2018
Afghanistan,AFG,1.948565,1.7349,1.807143,2.104431,1.919246,1.697024,2.382438,2018
Singapore,SGP,4.3,4.2,4.6,4.0,4.4,4.4,4.3,2023
Finland,FIN,4.2,4.0,4.2,4.1,4.2,4.2,4.3,2023
Denmark,DNK,4.1,4.1,4.1,3.6,4.1,4.3,4.1,2023
Germany,DEU,4.1,3.9,4.3,3.7,4.2,4.2,4.1,2023
Netherlands,NLD,4.1,3.9,4.2,3.7,4.2,4.2,4.0,2023
Switzerland,CHE,4.1,4.1,4.4,3.6,4.3,4.2,4.2,2023
Austria,AUT,4.0,3.7,3.9,3.8,4.0,4.2,4.3,2023
Belgium,BEL,4.0,3.9,4.1,3.8,4.2,4.0,4.2,2023
Canada,CAN,4.0,4.0,4.3,3.6,4.2,4.1,4.1,2023
"Hong Kong SAR, China",HKG,4.0,3.8,4.0,4.0,4.0,4.2,4.1,2023
Sweden,SWE,4.0,4.0,4.2,3.4,4.2,4.1,4.2,2023
United Arab Emirates,ARE,4.0,3.7,4.1,3.8,4.0,4.1,4.2,2023
France,FRA,3.9,3.7,3.8,3.7,3.8,4.0,4.1,2023
Japan,JPN,3.9,3.9,4.2,3.3,4.1,4.0,4.0,2023
Spain,ESP,3.9,3.6,3.8,3.7,3.9,4.1,4.2,2023
"Taiwan, China",TWN,3.9,3.5,3.8,3.7,3.9,4.2,4.2,2023
"Korea, Rep.",KOR,3.8,3.9,4.1,3.4,3.8,3.8,3.8,2023
United States,USA,3.8,3.7,3.9,3.4,3.9,4.2,3.8,2023
Australia,AUS,3.7,3.7,4.1,3.1,3.9,4.1,3.6,2023
China,CHN,3.7,3.3,4.0,3.6,3.8,3.8,3.7,2023
Greece,GRC,3.7,3.2,3.7,3.8,3.8,3.9,3.9,2023
Italy,ITA,3.7,3.4,3.8,3.4,3.8,3.9,3.9,2023
Norway,NOR,3.7,3.8,3.9,3.0,3.8,3.7,4.0,2023
South Africa,ZAF,3.7,3.3,3.6,3.6,3.8,3.8,3.8,2023
United Kingdom,GBR,3.7,3.5,3.7,3.5,3.7,4.0,3.7,2023
Estonia,EST,3.6,3.2,3.5,3.4,3.7,3.8,4.1,2023
Iceland,ISL,3.6,3.7,3.6,3.3,3.5,3.7,3.6,2023
Ireland,IRL,3.6,3.4,3.5,3.6,3.6,3.7,3.7,2023
Israel,ISR,3.6,3.4,3.7,3.5,3.8,3.7,3.8,2023
Luxembourg,LUX,3.6,3.6,3.6,3.6,3.9,3.5,3.5,2023
Malaysia,MYS,3.6,3.3,3.6,3.7,3.7,3.7,3.7,2023
New Zealand,NZL,3.6,3.4,3.8,3.2,3.7,3.8,3.8,2023
Poland,POL,3.6,3.4,3.5,3.3,3.6,3.8,3.9,2023
Bahrain,BHR,3.5,3.3,3.6,3.1,3.3,3.4,4.1,2023
Latvia,LVA,3.5,3.3,3.3,3.2,3.7,3.6,4.0,2023
Qatar,QAT,3.5,3.1,3.8,3.1,3.9,3.6,3.5,2023
Thailand,THA,3.5,3.3,3.7,3.5,3.5,3.6,3.5,2023
India,IND,3.4,3.0,3.2,3.5,3.5,3.4,3.6,2023
Lithuania,LTU,3.4,3.2,3.5,3.4,3.6,3.1,3.6,2023
Portugal,PRT,3.4,3.2,3.6,3.1,3.6,3.2,3.6,2023
Saudi Arabia,SAU,3.4,3.0,3.6,3.3,3.3,3.5,3.6,2023
TC<rkiye,,3.4,3.0,3.4,3.4,3.5,3.5,3.6,2023
Croatia,HRV,3.3,3.0,3.0,3.6,3.4,3.4,3.2,2023
Czech Republic,CZE,3.3,3.0,3.0,3.4,3.6,3.2,3.7,2023
Malta,MLT,3.3,3.4,3.7,3.0,3.4,3.4,3.2,2023
Oman,OMN,3.3,3.0,3.2,3.4,3.2,3.9,3.1,2023
Philippines,PHL,3.3,2.8,3.2,3.1,3.3,3.3,3.9,2023
Slovak Republic,SVK,3.3,3.2,3.3,3.0,3.4,3.3,3.5,2023
Slovenia,SVN,3.3,3.4,3.6,3.4,3.3,3.0,3.3,2023
Vietnam,VNM,3.3,3.1,3.2,3.3,3.2,3.4,3.3,2023
Brazil,BRA,3.2,2.9,3.2,2.9,3.3,3.2,3.5,2023
Bulgaria,BGR,3.2,3.1,3.1,3.0,3.3,3.3,3.5,2023
Cyprus,CYP,3.2,2.9,2.8,3.1,3.2,3.4,3.5,2023
Hungary,HUN,3.2,2.7,3.1,3.4,3.1,3.4,3.6,2023
Kuwait,KWT,3.2,3.2,3.6,3.2,2.9,3.3,2.8,2023
Romania,ROM,3.2,2.7,2.9,3.4,3.3,3.5,3.6,2023
Botswana,BWA,3.1,3.0,3.1,3.0,3.4,3.0,3.3,2023
"Egypt, Arab Rep.",EGY,3.1,2.8,3.0,3.2,2.9,2.9,3.6,2023
North Macedonia,,3.1,3.1,3.0,2.8,3.2,3.2,3.5,2023
Panama,PAN,3.1,3.0,3.3,3.1,3.0,2.9,3.4,2023
Bosnia and Herzegovina,BIH,3.0,2.7,2.6,3.1,2.9,3.2,3.2,2023
Chile,CHL,3.0,3.0,2.8,2.7,3.1,3.0,3.2,2023
Indonesia,IDN,3.0,2.8,2.9,3.0,2.9,3.0,3.3,2023
Peru,PER,3.0,2.6,2.5,3.1,2.7,3.4,3.4,2023
Uruguay,URY,3.0,2.9,2.7,2.7,3.1,3.3,3.2,2023
Antigua and Barbuda,,2.9,2.2,2.7,2.9,2.9,3.2,3.4,2023
Benin,BEN,2.9,2.7,2.5,2.9,3.0,3.2,2.7,2023
Colombia,COL,2.9,2.5,2.9,3.0,3.1,3.1,3.2,2023
Costa Rica,CRI,2.9,2.8,2.7,2.8,2.9,2.9,3.2,2023
Honduras,HND,2.9,2.8,2.7,3.0,2.7,2.6,3.2,2023
Mexico,MEX,2.9,2.5,2.8,2.8,3.0,3.1,3.5,2023
Namibia,NAM,2.9,2.8,2.8,3.0,2.9,2.8,2.9,2023
Argentina,ARG,2.8,2.7,2.8,2.7,2.7,2.9,3.1,2023
Montenegro,MNE,2.8,2.6,2.5,2.8,2.8,3.2,3.2,2023
Rwanda,RWA,2.8,2.5,2.9,2.4,3.0,3.0,3.1,2023
Serbia,SRB,2.8,2.2,2.4,2.9,2.7,2.9,3.4,2023
Solomon Islands,SLB,2.8,2.4,2.6,2.9,2.9,2.9,3.2,2023
Sri Lanka,LKA,2.8,2.5,2.4,2.8,2.7,3.0,3.3,2023
"Bahamas, The",BHS,2.7,2.7,2.5,3.1,2.5,2.6,3.0,2023
Belarus,BLR,2.7,2.6,2.7,2.6,2.6,2.6,3.1,2023
Djibouti,DJI,2.7,2.6,2.3,2.5,2.8,2.7,3.6,2023
El Salvador,SLV,2.7,2.4,2.2,2.6,2.7,2.9,3.2,2023
Georgia,GEO,2.7,2.6,2.3,2.7,2.6,2.8,3.1,2023
Kazakhstan,KAZ,2.7,2.6,2.5,2.6,2.7,2.8,2.9,2023
Papua New Guinea,PNG,2.7,2.4,2.4,2.6,2.7,3.0,3.3,2023
Paraguay,PRY,2.7,2.4,2.5,2.7,2.6,2.8,3.0,2023
Ukraine,UKR,2.7,2.4,2.4,2.8,2.6,2.6,3.1,2023
Bangladesh,BGD,2.6,2.3,2.3,2.6,2.7,2.4,3.0,2023
"Congo, Rep.",COG,2.6,2.3,2.1,2.6,2.9,2.7,2.9,2023
Dominican Republic,DOM,2.6,2.6,2.7,2.4,2.6,2.4,3.1,2023
Guatemala,GTM,2.6,2.3,2.4,2.8,2.7,2.7,2.6,2023
Guinea-Bissau,GNB,2.6,2.7,2.4,2.9,2.9,2.3,2.4,2023
Mali,MLI,2.6,2.6,2.0,2.6,2.5,2.7,3.1,2023
Nigeria,NGA,2.6,2.4,2.4,2.5,2.3,2.7,3.1,2023
Russian Federation,RUS,2.6,2.4,2.7,2.3,2.6,2.5,2.9,2023
Uzbekistan,UZB,2.6,2.6,2.4,2.6,2.6,2.4,2.8,2023
Albania,ALB,2.5,2.4,2.7,2.8,2.3,2.3,2.5,2023
Algeria,DZA,2.5,2.3,2.1,3.0,2.2,2.5,2.6,2023
Armenia,ARM,2.5,2.5,2.6,2.2,2.6,2.3,2.7,2023
Bhutan,BTN,2.5,2.7,2.2,2.3,2.6,2.3,2.6,2023
Central African Republic,CAF,2.5,2.4,2.6,2.1,2.9,2.4,2.6,2023
"Congo, Dem. Rep.",ZAR,2.5,2.3,2.3,2.5,2.4,2.5,2.8,2023
Ghana,GHA,2.5,2.7,2.4,2.4,2.5,2.2,2.7,2023
Grenada,,2.5,2.6,2.5,2.6,2.2,2.3,3.1,2023
Guinea,GIN,2.5,2.4,2.4,2.2,2.7,2.7,2.5,2023
Jamaica,JAM,2.5,2.2,2.4,2.4,2.5,2.8,2.9,2023
Mauritius,MUS,2.5,2.4,2.5,1.9,2.5,2.9,3.1,2023
Moldova,MDA,2.5,1.9,1.9,2.7,2.8,2.8,3.0,2023
Mongolia,MNG,2.5,2.5,2.3,2.5,2.3,2.4,2.7,2023
Nicaragua,NIC,2.5,2.0,1.9,2.8,2.8,2.4,2.9,2023
Tajikistan,TJK,2.5,2.2,2.5,2.5,2.8,2.0,2.9,2023
Togo,TGO,2.5,2.3,2.3,3.0,2.4,2.3,2.8,2023
Trinidad and Tobago,TTO,2.5,2.2,2.4,2.5,2.4,2.5,2.9,2023
Zimbabwe,ZWE,2.5,2.2,2.4,2.5,2.3,2.7,2.8,2023
Bolivia,BOL,2.4,2.1,2.4,2.5,2.4,2.5,2.4,2023
Cambodia,KHM,2.4,2.2,2.1,2.3,2.4,2.8,2.7,2023
Gabon,GAB,2.4,2.0,2.2,2.6,2.0,2.5,3.0,2023
Guyana,GUY,2.4,2.3,2.4,2.1,2.6,2.2,2.6,2023
Iraq,IRQ,2.4,2.1,2.2,2.5,2.2,2.4,3.0,2023
Lao PDR,LAO,2.4,2.3,2.3,2.3,2.4,2.4,2.8,2023
Liberia,LBR,2.4,2.1,2.4,2.8,2.4,2.4,2.3,2023
Sudan,SDN,2.4,2.1,2.3,2.4,2.4,2.3,2.7,2023
Burkina Faso,BFA,2.3,2.0,2.3,2.4,2.4,2.2,2.4,2023
Fiji,FJI,2.3,2.3,2.2,2.3,2.3,2.2,2.3,2023
"Gambia, The",GMB,2.3,1.8,2.3,2.6,2.3,2.4,2.6,2023
"Iran, Islamic Rep.",IRN,2.3,2.2,2.4,2.4,2.1,2.4,2.7,2023
Kyrgyz Republic,KGZ,2.3,2.2,2.4,2.4,2.2,2.3,2.4,2023
Madagascar,MDG,2.3,1.8,1.8,2.9,2.2,2.0,2.6,2023
Mauritania,MRT,2.3,2.1,2.0,2.2,2.5,2.5,2.8,2023
Syrian Arab Republic,SYR,2.3,2.2,2.2,2.3,2.2,2.3,2.5,2023
"Venezuela, RB",VEN,2.3,2.1,2.4,2.0,2.5,2.3,2.5,2023
Cuba,CUB,2.2,2.0,2.2,2.1,2.2,2.4,2.6,2023
"Yemen, Rep.",YEM,2.2,1.7,1.9,1.7,2.6,2.3,2.8,2023
Angola,AGO,2.1,1.7,2.1,2.4,2.3,2.3,2.1,2023
Cameroon,CMR,2.1,2.1,2.1,2.2,2.1,1.8,2.1,2023
Haiti,HTI,2.1,2.1,1.8,2.3,2.0,2.1,2.5,2023
Somalia,SOM,2.0,1.5,1.9,2.4,1.8,1.8,2.3,2023
Afghanistan,AFG,1.9,2.1,1.7,1.8,2.0,1.6,2.3,2023
Libya,LBY,1.9,1.9,1.7,2.0,1.9,1.8,2.2,2023
