,Country,Code,LPI_Score,Customs,Infrastructure,International_Shipments,Logistics_Competence,Tracking_Tracing,Timeliness,Year,PPI_Value
0,Afghanistan,AFG,1.2116693503692606,1.3,1.1,1.22222,1.25,1.0,1.375,2007,
1,Afghanistan,AFG,2.24316,2.223085,1.873596,2.244916,2.090449,2.365503,2.605503,2010,
2,Afghanistan,AFG,2.297272,2.333617,2.003611,2.332182,2.162592,2.095155,2.795259,2012,
3,Afghanistan,AFG,2.069573,2.163453,1.818951,1.986686,2.119709,1.847776,2.482138,2014,
4,Afghanistan,AFG,1.948565,1.7349,1.807143,2.104431,1.919246,1.697024,2.382438,2018,
5,Afghanistan,AFG,1.9,2.1,1.7,1.8,2.0,1.6,2.3,2023,
6,Albania,ALB,2.0813763758629302,2.0,2.33333,2.33333,2.0,1.66667,2.125,2007,
7,Albania,,2.0813763758629302,2.0,2.33333,2.33333,2.0,1.66667,2.125,2008,
8,Albania,,2.0813763758629302,2.0,2.33333,2.33333,2.0,1.66667,2.125,2009,
9,Albania,ALB,2.459047,2.071429,2.144558,2.644558,2.394558,2.394558,3.012585,2010,
10,Albania,,2.459047,2.071429,2.144558,2.644558,2.394558,2.394558,3.012585,2011,
11,Albania,ALB,2.773218,2.426877,2.426877,2.841767,2.646856,2.64504,3.578028,2012,
12,Albania,,2.773218,2.426877,2.426877,2.841767,2.646856,2.64504,3.578028,2013,
13,Albania,,2.773218,2.426877,2.426877,2.841767,2.646856,2.64504,3.578028,2014,101.1
14,Albania,,2.773218,2.426877,2.426877,2.841767,2.646856,2.64504,3.578028,2015,98.0
15,Albania,,2.773218,2.426877,2.426877,2.841767,2.646856,2.64504,3.578028,2016,98.2
16,Albania,,2.773218,2.426877,2.426877,2.841767,2.646856,2.64504,3.578028,2017,98.9
17,Albania,ALB,2.659603,2.347126,2.293674,2.823862,2.558898,2.665647,3.202666,2018,100.1
18,Albania,,2.659603,2.347126,2.293674,2.823862,2.558898,2.665647,3.202666,2019,100.0
19,Albania,,2.659603,2.347126,2.293674,2.823862,2.558898,2.665647,3.202666,2020,97.9
20,Albania,,2.659603,2.347126,2.293674,2.823862,2.558898,2.665647,3.202666,2021,99.9
21,Albania,,2.659603,2.347126,2.293674,2.823862,2.558898,2.665647,3.202666,2022,117.3
22,Albania,ALB,2.5,2.4,2.7,2.8,2.3,2.3,2.5,2023,126.7
23,Albania,,2.5,2.4,2.7,2.8,2.3,2.3,2.5,2024,128.1
24,Albania,,2.5,2.4,2.7,2.8,2.3,2.3,2.5,2025,
25,Algeria,DZA,2.0633803491051586,1.6,1.83333,2.0,1.91667,2.27273,2.81818,2007,
26,Algeria,DZA,2.360373,1.96875,2.059659,2.696023,2.241477,2.263864,2.814489,2010,
27,Algeria,DZA,2.414844,2.259596,2.016162,2.682828,2.127273,2.460606,2.854286,2012,
28,Algeria,DZA,2.649451,2.714286,2.540816,2.540816,2.540816,2.540816,3.040816,2014,
29,Algeria,DZA,2.448071,2.13028,2.421383,2.38747,2.391247,2.604862,2.761177,2018,
30,Algeria,DZA,2.5,2.3,2.1,3.0,2.2,2.5,2.6,2023,
50,Angola,AGO,2.47752197378388,2.4,2.25,2.5,2.5,2.375,2.83333,2007,
51,Angola,AGO,2.247351,1.75,1.6875,2.375,2.019345,2.541406,3.008073,2010,
52,Angola,AGO,2.27602,2.333333,2.482869,2.25873,2.002635,2.001506,2.585969,2012,
53,Angola,AGO,2.54298,2.368421,2.105263,2.789474,2.311173,2.58895,3.023951,2014,
54,Angola,AGO,2.046158,1.571429,1.857143,2.202283,2.004317,2.004317,2.594983,2018,
55,Angola,AGO,2.1,1.7,2.1,2.4,2.3,2.3,2.1,2023,
56,Antigua and Barbuda,,2.9,2.2,2.7,2.9,2.9,3.2,3.4,2023,
57,Argentina,ARG,2.982467656218206,2.64865,2.80556,2.9697,3.0,3.0,3.5,2007,
58,Argentina,ARG,3.099664,2.629174,2.750209,3.152119,3.03062,3.150037,3.816632,2010,
59,Argentina,ARG,3.046716,2.447484,2.943176,3.33106,2.952439,3.302219,3.266585,2012,
60,Argentina,ARG,2.986475,2.546248,2.831158,2.957428,2.930554,3.150335,3.492036,2014,
61,Argentina,ARG,2.886984,2.417844,2.773509,2.923781,2.777043,3.046989,3.368942,2018,
62,Argentina,ARG,2.8,2.7,2.8,2.7,2.7,2.9,3.1,2023,
63,Armenia,ARM,2.136818727154384,2.1,1.77778,2.0,2.11111,2.22222,2.625,2007,47.2
64,Armenia,,2.136818727154384,2.1,1.77778,2.0,2.11111,2.22222,2.625,2008,48.8
65,Armenia,,2.136818727154384,2.1,1.77778,2.0,2.11111,2.22222,2.625,2009,52.3
66,Armenia,ARM,2.524127,2.1,2.323333,2.434444,2.585741,2.258886,3.401743,2010,64.0
67,Armenia,,2.524127,2.1,2.323333,2.434444,2.585741,2.258886,3.401743,2011,69.9
68,Armenia,ARM,2.564369,2.267628,2.37602,2.653846,2.403846,2.570513,3.070513,2012,74.8
69,Armenia,,2.564369,2.267628,2.37602,2.653846,2.403846,2.570513,3.070513,2013,78.3
70,Armenia,ARM,2.672723,2.625,2.375,2.75,2.75,2.5,3.0,2014,84.9
71,Armenia,,2.672723,2.625,2.375,2.75,2.75,2.5,3.0,2015,84.3
72,Armenia,,2.672723,2.625,2.375,2.75,2.75,2.5,3.0,2016,85.6
73,Armenia,,2.672723,2.625,2.375,2.75,2.75,2.5,3.0,2017,87.4
74,Armenia,ARM,2.607607,2.573787,2.484109,2.649059,2.503441,2.511196,2.896062,2018,87.5
75,Armenia,,2.607607,2.573787,2.484109,2.649059,2.503441,2.511196,2.896062,2019,88.0
76,Armenia,,2.607607,2.573787,2.484109,2.649059,2.503441,2.511196,2.896062,2020,91.0
77,Armenia,,2.607607,2.573787,2.484109,2.649059,2.503441,2.511196,2.896062,2021,100.0
78,Armenia,,2.607607,2.573787,2.484109,2.649059,2.503441,2.511196,2.896062,2022,102.6
79,Armenia,ARM,2.5,2.5,2.6,2.2,2.6,2.3,2.7,2023,104.2
80,Armenia,,2.5,2.5,2.6,2.2,2.6,2.3,2.7,2024,107.7
81,Armenia,,2.5,2.5,2.6,2.2,2.6,2.3,2.7,2025,111.8
82,Australia,AUS,3.790339268121476,3.58333,3.64706,3.71875,3.75758,3.96875,4.1,2007,
83,Australia,AUS,3.840615,3.682927,3.783343,3.781638,3.767605,3.868594,4.157593,2010,
84,Australia,AUS,3.7265,3.596397,3.827374,3.39703,3.748992,3.787924,4.048654,2012,
85,Australia,AUS,3.810776,3.853854,3.99996,3.518525,3.748209,3.814925,4.002407,2014,
86,Australia,AUS,3.751431,3.867186,3.968431,3.247206,3.709445,3.816621,3.976111,2018,
87,Australia,AUS,3.7,3.7,4.1,3.1,3.9,4.1,3.6,2023,
88,Austria,AUT,4.062573642838235,3.83333,4.06061,3.96667,4.13333,3.96552,4.44444,2007,84.3
89,Austria,,4.062573642838235,3.83333,4.06061,3.96667,4.13333,3.96552,4.44444,2008,88.4
90,Austria,,4.062573642838235,3.83333,4.06061,3.96667,4.13333,3.96552,4.44444,2009,86.8
91,Austria,AUT,3.762671,3.490936,3.679825,3.776316,3.698343,3.831676,4.08293,2010,90.3
92,Austria,,3.762671,3.490936,3.679825,3.776316,3.698343,3.831676,4.08293,2011,94.6
93,Austria,AUT,3.890392,3.770316,4.054348,3.711858,4.1,3.967589,3.785771,2012,95.5
94,Austria,,3.890392,3.770316,4.054348,3.711858,4.1,3.967589,3.785771,2013,94.5
95,Austria,AUT,3.648587,3.531243,3.63611,3.26111,3.558489,3.934276,4.03734,2014,93.1
96,Austria,,3.648587,3.531243,3.63611,3.26111,3.558489,3.934276,4.03734,2015,91.1
97,Austria,,3.648587,3.531243,3.63611,3.26111,3.558489,3.934276,4.03734,2016,88.9
98,Austria,,3.648587,3.531243,3.63611,3.26111,3.558489,3.934276,4.03734,2017,90.6
99,Austria,AUT,4.026005,3.714068,4.181584,3.87753,4.083611,4.087098,4.250803,2018,93.3
100,Austria,,4.026005,3.714068,4.181584,3.87753,4.083611,4.087098,4.250803,2019,93.4
101,Austria,,4.026005,3.714068,4.181584,3.87753,4.083611,4.087098,4.250803,2020,91.5
102,Austria,,4.026005,3.714068,4.181584,3.87753,4.083611,4.087098,4.250803,2021,100.0
103,Austria,,4.026005,3.714068,4.181584,3.87753,4.083611,4.087098,4.250803,2022,126.5
104,Austria,AUT,4.0,3.7,3.9,3.8,4.0,4.2,4.3,2023,129.9
105,Austria,,4.0,3.7,3.9,3.8,4.0,4.2,4.3,2024,121.2
106,Austria,,4.0,3.7,3.9,3.8,4.0,4.2,4.3,2025,118.8
107,Azerbaijan,AZE,2.2909975260419406,2.23077,2.0,2.5,2.0,2.375,2.625,2007,38.1
108,Azerbaijan,,2.2909975260419406,2.23077,2.0,2.5,2.0,2.375,2.625,2008,43.8
109,Azerbaijan,,2.2909975260419406,2.23077,2.0,2.5,2.0,2.375,2.625,2009,38.3
110,Azerbaijan,AZE,2.639554,2.14311,2.229257,3.051948,2.477633,2.646104,3.146104,2010,48.6
111,Azerbaijan,,2.639554,2.14311,2.229257,3.051948,2.477633,2.646104,3.146104,2011,53.1
112,Azerbaijan,AZE,2.481118,1.917234,2.417233,2.428571,2.142857,2.750567,3.226531,2012,54.4
113,Azerbaijan,,2.481118,1.917234,2.417233,2.428571,2.142857,2.750567,3.226531,2013,52.2
114,Azerbaijan,AZE,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2014,49.8
115,Azerbaijan,,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2015,34.5
116,Azerbaijan,,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2016,44.1
117,Azerbaijan,,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2017,60.4
118,Azerbaijan,,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2018,76.0
119,Azerbaijan,,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2019,78.4
120,Azerbaijan,,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2020,59.0
121,Azerbaijan,,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2021,100.0
122,Azerbaijan,,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2022,184.4
123,Azerbaijan,,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2023,164.2
124,Azerbaijan,,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2024,164.2
125,Azerbaijan,,2.448376,2.571429,2.714286,2.571429,2.142857,2.142857,2.571429,2025,148.4
126,"Bahamas, The",BHS,2.746246,2.381201,2.396078,2.692451,2.690196,2.807843,3.460025,2010,
127,"Bahamas, The",BHS,2.752828,2.6875,2.769957,2.722842,2.692253,2.652945,2.987724,2012,
128,"Bahamas, The",BHS,2.910966,3.001736,2.740867,2.958333,2.915029,2.642302,3.19439,2014,
129,"Bahamas, The",BHS,2.525412,2.684211,2.408433,2.50145,2.267881,2.517881,2.751119,2018,
130,"Bahamas, The",BHS,2.7,2.7,2.5,3.1,2.5,2.6,3.0,2023,
131,Bahrain,BHR,3.1522651628970246,3.4,3.4,3.33333,2.75,3.0,3.0,2007,
132,Bahrain,BHR,3.372838,3.05303,3.356061,3.054545,3.356061,3.628788,3.850859,2010,
133,Bahrain,BHR,3.053371,2.666667,3.083333,2.833333,2.943056,3.416667,3.416667,2012,
134,Bahrain,BHR,3.083116,3.29,3.04,3.04,3.04,3.29,2.8,2014,
135,Bahrain,BHR,2.934817,2.669956,2.72488,3.024256,2.857267,3.012881,3.285448,2018,
136,Bahrain,BHR,3.5,3.3,3.6,3.1,3.3,3.4,4.1,2023,
137,Bangladesh,BGD,2.4713879645426724,2.0,2.28571,2.46154,2.33333,2.46154,3.33333,2007,
138,Bangladesh,BGD,2.742782,2.333083,2.485443,2.989571,2.441617,2.643464,3.460752,2010,
139,Bangladesh,BGD,2.56334,2.090909,2.114545,2.818182,2.636364,2.454545,3.18,2014,
140,Bangladesh,BGD,2.576581,2.3,2.38868,2.562778,2.483444,2.785,2.923681,2018,
141,Bangladesh,BGD,2.6,2.3,2.3,2.6,2.7,2.4,3.0,2023,
142,Belarus,BLR,2.531665991016787,2.66667,2.625,2.125,2.125,2.71429,3.0,2007,8.8
143,Belarus,,2.531665991016787,2.66667,2.625,2.125,2.125,2.71429,3.0,2008,10.0
144,Belarus,,2.531665991016787,2.66667,2.625,2.125,2.125,2.71429,3.0,2009,11.5
145,Belarus,,2.531665991016787,2.66667,2.625,2.125,2.125,2.71429,3.0,2010,13.1
146,Belarus,,2.531665991016787,2.66667,2.625,2.125,2.125,2.71429,3.0,2011,22.7
147,Belarus,BLR,2.611583,2.235294,2.779756,2.576125,2.647553,2.576125,2.873873,2012,40.5
148,Belarus,,2.611583,2.235294,2.779756,2.576125,2.647553,2.576125,2.873873,2013,46.3
149,Belarus,BLR,2.638168,2.500757,2.554074,2.744159,2.462317,2.506762,3.047282,2014,52.3
150,Belarus,,2.638168,2.500757,2.554074,2.744159,2.462317,2.506762,3.047282,2015,61.2
151,Belarus,,2.638168,2.500757,2.554074,2.744159,2.462317,2.506762,3.047282,2016,68.7
152,Belarus,,2.638168,2.500757,2.554074,2.744159,2.462317,2.506762,3.047282,2017,75.7
153,Belarus,BLR,2.574633,2.349962,2.440539,2.309091,2.641731,2.536468,3.176941,2018,80.2
154,Belarus,,2.574633,2.349962,2.440539,2.309091,2.641731,2.536468,3.176941,2019,84.8
155,Belarus,,2.574633,2.349962,2.440539,2.309091,2.641731,2.536468,3.176941,2020,89.3
156,Belarus,,2.574633,2.349962,2.440539,2.309091,2.641731,2.536468,3.176941,2021,100.0
157,Belarus,,2.574633,2.349962,2.440539,2.309091,2.641731,2.536468,3.176941,2022,115.8
158,Belarus,BLR,2.7,2.6,2.7,2.6,2.6,2.6,3.1,2023,123.0
159,Belarus,,2.7,2.6,2.7,2.6,2.6,2.6,3.1,2024,131.3
160,Belarus,,2.7,2.6,2.7,2.6,2.6,2.6,3.1,2025,140.3
161,Belgium,BEL,3.8937636011172225,3.61261,4.0,3.65094,3.94949,3.95918,4.25301,2007,67.2
162,Belgium,,3.8937636011172225,3.61261,4.0,3.65094,3.94949,3.95918,4.25301,2008,73.5
163,Belgium,,3.8937636011172225,3.61261,4.0,3.65094,3.94949,3.95918,4.25301,2009,68.2
164,Belgium,BEL,3.942263,3.828598,4.009625,3.311276,4.131997,4.220613,4.28817,2010,71.9
165,Belgium,,3.942263,3.828598,4.009625,3.311276,4.131997,4.220613,4.28817,2011,77.8
166,Belgium,BEL,3.980262,3.846733,4.116557,3.732367,3.983719,4.049376,4.197801,2012,80.5
167,Belgium,,3.980262,3.846733,4.116557,3.732367,3.983719,4.049376,4.197801,2013,80.9
168,Belgium,BEL,4.04466,3.801493,4.098801,3.797858,4.111112,4.112492,4.390126,2014,77.2
169,Belgium,,4.04466,3.801493,4.098801,3.797858,4.111112,4.112492,4.390126,2015,74.0
170,Belgium,,4.04466,3.801493,4.098801,3.797858,4.111112,4.112492,4.390126,2016,72.6
171,Belgium,,4.04466,3.801493,4.098801,3.797858,4.111112,4.112492,4.390126,2017,79.1
172,Belgium,BEL,4.039084,3.663064,3.984249,3.994913,4.130972,4.051289,4.410293,2018,84.7
173,Belgium,,4.039084,3.663064,3.984249,3.994913,4.130972,4.051289,4.410293,2019,85.8
174,Belgium,,4.039084,3.663064,3.984249,3.994913,4.130972,4.051289,4.410293,2020,82.6
175,Belgium,,4.039084,3.663064,3.984249,3.994913,4.130972,4.051289,4.410293,2021,100.0
176,Belgium,,4.039084,3.663064,3.984249,3.994913,4.130972,4.051289,4.410293,2022,131.9
177,Belgium,BEL,4.0,3.9,4.1,3.8,4.2,4.0,4.2,2023,122.8
178,Belgium,,4.0,3.9,4.1,3.8,4.2,4.0,4.2,2024,118.0
179,Belgium,,4.0,3.9,4.1,3.8,4.2,4.0,4.2,2025,120.0
180,Benin,BEN,2.4455603285186007,1.8,1.88889,2.77778,2.55556,2.88889,2.77778,2007,
181,Benin,BEN,2.787464,2.375,2.481213,2.65346,2.637277,3.065848,3.49442,2010,
182,Benin,BEN,2.852637,2.594445,2.569444,2.436111,2.902778,2.872222,3.736111,2012,
183,Benin,BEN,2.560822,2.643939,2.351515,2.689394,2.351515,2.451515,2.851515,2014,
184,Benin,BEN,2.749889,2.5625,2.496995,2.733894,2.502329,2.748422,3.415745,2018,
185,Benin,BEN,2.9,2.7,2.5,2.9,3.0,3.2,2.7,2023,
186,Bhutan,BTN,2.380236,2.136905,1.830267,2.444715,2.244715,2.541937,2.988366,2010,
187,Bhutan,BTN,2.520324,2.291667,2.293876,2.611882,2.420267,2.563124,2.896457,2012,
188,Bhutan,BTN,2.29013,2.090909,2.182645,2.382645,2.482645,2.282645,2.282645,2014,
189,Bhutan,BTN,2.16898,2.136382,1.908333,1.803902,2.346263,2.346263,2.486475,2018,
190,Bhutan,BTN,2.5,2.7,2.2,2.3,2.6,2.3,2.6,2023,
191,Bolivia,BOL,2.307312247127764,2.0,2.08,2.41667,2.17391,2.38095,2.80952,2007,
192,Bolivia,BOL,2.510731,2.262746,2.244399,2.533217,2.378728,2.377779,3.20418,2010,
193,Bolivia,BOL,2.61324,2.399105,2.385199,2.596966,2.584893,2.731506,2.953585,2012,
194,Bolivia,BOL,2.480758,2.397991,2.171007,2.34652,2.67849,2.67849,2.596118,2014,
195,Bolivia,BOL,2.358376,2.318927,2.152436,2.535217,2.210882,2.131688,2.742127,2018,
196,Bolivia,BOL,2.4,2.1,2.4,2.5,2.4,2.5,2.4,2023,
197,Bosnia and Herzegovina,BIH,2.456929170279996,2.31579,2.26316,2.5,2.36842,2.29412,3.0,2007,81.3
198,Bosnia and Herzegovina,,2.456929170279996,2.31579,2.26316,2.5,2.36842,2.29412,3.0,2008,88.2
199,Bosnia and Herzegovina,,2.456929170279996,2.31579,2.26316,2.5,2.36842,2.29412,3.0,2009,88.4
200,Bosnia and Herzegovina,BIH,2.661682,2.334445,2.223333,3.1,2.302408,2.677408,3.177408,2010,89.2
201,Bosnia and Herzegovina,,2.661682,2.334445,2.223333,3.1,2.302408,2.677408,3.177408,2011,92.6
202,Bosnia and Herzegovina,BIH,2.985346,2.651368,2.859642,3.004684,2.934712,2.809524,3.613445,2012,93.5
203,Bosnia and Herzegovina,,2.985346,2.651368,2.859642,3.004684,2.934712,2.809524,3.613445,2013,91.9
204,Bosnia and Herzegovina,BIH,2.747618,2.408796,2.554351,2.779526,2.732867,2.551049,3.443667,2014,91.4
205,Bosnia and Herzegovina,,2.747618,2.408796,2.554351,2.779526,2.732867,2.551049,3.443667,2015,91.9
206,Bosnia and Herzegovina,,2.747618,2.408796,2.554351,2.779526,2.732867,2.551049,3.443667,2016,89.7
207,Bosnia and Herzegovina,,2.747618,2.408796,2.554351,2.779526,2.732867,2.551049,3.443667,2017,92.5
208,Bosnia and Herzegovina,BIH,2.808565,2.631579,2.421053,2.842105,2.801754,2.894737,3.210526,2018,95.7
209,Bosnia and Herzegovina,,2.808565,2.631579,2.421053,2.842105,2.801754,2.894737,3.210526,2019,95.9
210,Bosnia and Herzegovina,,2.808565,2.631579,2.421053,2.842105,2.801754,2.894737,3.210526,2020,94.7
211,Bosnia and Herzegovina,,2.808565,2.631579,2.421053,2.842105,2.801754,2.894737,3.210526,2021,100.0
212,Bosnia and Herzegovina,,2.808565,2.631579,2.421053,2.842105,2.801754,2.894737,3.210526,2022,119.3
213,Bosnia and Herzegovina,BIH,3.0,2.7,2.6,3.1,2.9,3.2,3.2,2023,124.2
214,Bosnia and Herzegovina,,3.0,2.7,2.6,3.1,2.9,3.2,3.2,2024,125.1
215,Bosnia and Herzegovina,,3.0,2.7,2.6,3.1,2.9,3.2,3.2,2025,131.0
216,Botswana,BWA,2.318434,2.090909,2.090909,1.909091,2.288154,2.588154,2.988154,2010,
217,Botswana,BWA,2.841809,2.8155,2.819723,2.526611,2.7428,2.733894,3.428787,2012,
218,Botswana,BWA,2.492775,2.384615,2.233136,2.417752,2.577192,2.395374,2.940828,2014,
219,Botswana,BWA,3.1,3.0,3.1,3.0,3.4,3.0,3.3,2023,
220,Brazil,BRA,2.750648980323142,2.38571,2.74648,2.6087,2.93939,2.76923,3.10169,2007,
221,Brazil,BRA,3.198242,2.369843,3.09774,2.910093,3.295608,3.417413,4.137099,2010,
222,Brazil,BRA,3.13114,2.509927,3.066024,3.12165,3.118297,3.417529,3.552235,2012,
223,Brazil,BRA,2.943951,2.481013,2.927419,2.80475,3.050503,3.027022,3.387455,2014,
224,Brazil,BRA,2.98579,2.406162,2.926983,2.881091,3.090163,3.111438,3.510178,2018,
225,Brazil,BRA,3.2,2.9,3.2,2.9,3.3,3.2,3.5,2023,
226,Brunei Darussalam,BRN,2.706557,2.622014,2.460946,2.51339,2.709827,2.747244,3.173628,2018,
227,Bulgaria,BGR,2.870837785708752,2.46667,2.46667,2.78571,2.85714,3.14286,3.55556,2007,62.4
228,Bulgaria,,2.870837785708752,2.46667,2.46667,2.78571,2.85714,3.14286,3.55556,2008,70.6
229,Bulgaria,,2.870837785708752,2.46667,2.46667,2.78571,2.85714,3.14286,3.55556,2009,67.6
230,Bulgaria,BGR,2.830857,2.5,2.3,3.072222,2.85,2.961111,3.183333,2010,72.4
231,Bulgaria,,2.830857,2.5,2.3,3.072222,2.85,2.961111,3.183333,2011,78.7
232,Bulgaria,BGR,3.209452,2.973999,3.204668,3.251317,3.095374,3.155823,3.560814,2012,82.9
233,Bulgaria,,3.209452,2.973999,3.204668,3.251317,3.095374,3.155823,3.560814,2013,81.8
234,Bulgaria,BGR,3.157151,2.75,2.9375,3.3125,3.0,2.875,4.037054,2014,81.1
235,Bulgaria,,3.157151,2.75,2.9375,3.3125,3.0,2.875,4.037054,2015,79.7
236,Bulgaria,,3.157151,2.75,2.9375,3.3125,3.0,2.875,4.037054,2016,77.5
237,Bulgaria,,3.157151,2.75,2.9375,3.3125,3.0,2.875,4.037054,2017,80.7
238,Bulgaria,BGR,3.033965,2.937588,2.762986,3.233723,2.881315,3.015289,3.313491,2018,84.0
239,Bulgaria,,3.033965,2.937588,2.762986,3.233723,2.881315,3.015289,3.313491,2019,87.2
240,Bulgaria,,3.033965,2.937588,2.762986,3.233723,2.881315,3.015289,3.313491,2020,87.0
241,Bulgaria,,3.033965,2.937588,2.762986,3.233723,2.881315,3.015289,3.313491,2021,100.0
242,Bulgaria,,3.033965,2.937588,2.762986,3.233723,2.881315,3.015289,3.313491,2022,148.4
243,Bulgaria,BGR,3.2,3.1,3.1,3.0,3.3,3.3,3.5,2023,129.9
244,Bulgaria,,3.2,3.1,3.1,3.0,3.3,3.3,3.5,2024,123.6
245,Bulgaria,,3.2,3.1,3.1,3.0,3.3,3.3,3.5,2025,139.9
246,Burkina Faso,BFA,2.24191893437103,2.125,1.88889,2.66667,2.33333,2.125,2.25,2007,
247,Burkina Faso,BFA,2.22564,2.222222,1.888889,1.734259,2.022119,2.772119,2.772119,2010,
248,Burkina Faso,BFA,2.32259,2.118603,2.4,2.333333,2.276698,2.133333,2.666667,2012,
249,Burkina Faso,BFA,2.6383,2.5,2.348214,2.633929,2.633929,2.491071,3.205357,2014,
250,Burkina Faso,BFA,2.621464,2.412879,2.430736,2.917749,2.459957,2.401515,3.037879,2018,
251,Burkina Faso,BFA,2.3,2.0,2.3,2.4,2.4,2.2,2.4,2023,
252,Burundi,BDI,2.28868182688757,2.2,2.5,2.5,2.5,2.0,2.0,2007,
253,Burundi,BDI,1.60996,1.665079,1.679048,1.571429,1.428571,1.665079,1.665079,2012,
254,Burundi,BDI,2.565735,2.6,2.4,2.6,2.51,2.51,2.76,2014,
255,Burundi,BDI,2.063609,1.6875,1.952865,2.214416,2.332091,2.006542,2.165472,2018,
256,Buthan,BTN,2.1567535103637856,1.95,1.94737,2.05882,2.17647,2.26667,2.57143,2007,
257,Cambodia,KHM,2.497886411928444,2.19048,2.3,2.47368,2.47368,2.52632,3.05263,2007,
258,Cambodia,KHM,2.369976,2.27975,2.122668,2.187274,2.288604,2.499861,2.836953,2010,
259,Cambodia,KHM,2.562333,2.29779,2.19779,2.612121,2.50101,2.770051,2.945455,2012,
260,Cambodia,KHM,2.741407,2.666667,2.583333,2.833333,2.666667,2.916667,2.75,2014,
261,Cambodia,KHM,2.578608,2.369744,2.144546,2.793963,2.408093,2.515013,3.155346,2018,
262,Cambodia,KHM,2.4,2.2,2.1,2.3,2.4,2.8,2.7,2023,
263,Cameroon,CMR,2.488765023139,2.57143,2.0,2.33333,2.25,2.5,3.28571,2007,
264,Cameroon,CMR,2.548282,2.110965,2.101799,2.685926,2.533333,2.6,3.161351,2010,
265,Cameroon,CMR,2.527709,2.368421,2.24446,2.369404,2.408433,2.551291,3.194148,2012,
266,Cameroon,CMR,2.296616,1.857143,1.853742,2.195748,2.520408,2.520408,2.795748,2014,
267,Cameroon,CMR,2.595547,2.459686,2.57248,2.872728,2.596936,2.471378,2.565542,2018,
268,Cameroon,CMR,2.1,2.1,2.1,2.2,2.1,1.8,2.1,2023,
269,Canada,CAN,3.921925946374333,3.81818,3.94898,3.77895,3.85393,3.97778,4.18824,2007,73.3
270,Canada,,3.921925946374333,3.81818,3.94898,3.77895,3.85393,3.97778,4.18824,2008,76.4
271,Canada,,3.921925946374333,3.81818,3.94898,3.77895,3.85393,3.97778,4.18824,2009,73.8
272,Canada,CAN,3.874453,3.706367,4.027057,3.243744,3.993496,4.005055,4.40783,2010,74.9
273,Canada,,3.874453,3.706367,4.027057,3.243744,3.993496,4.005055,4.40783,2011,80.1
274,Canada,CAN,3.846479,3.578957,3.989496,3.54658,3.845956,3.856377,4.305873,2012,81.0
275,Canada,,3.846479,3.578957,3.989496,3.54658,3.845956,3.856377,4.305873,2013,81.3
276,Canada,CAN,3.855498,3.608017,4.054256,3.464442,3.940668,3.968199,4.177313,2014,83.3
277,Canada,,3.855498,3.608017,4.054256,3.464442,3.940668,3.968199,4.177313,2015,82.6
278,Canada,,3.855498,3.608017,4.054256,3.464442,3.940668,3.968199,4.177313,2016,82.4
279,Canada,,3.855498,3.608017,4.054256,3.464442,3.940668,3.968199,4.177313,2017,85.0
280,Canada,CAN,3.726715,3.60393,3.750496,3.381662,3.89804,3.809804,3.960503,2018,88.3
281,Canada,,3.726715,3.60393,3.750496,3.381662,3.89804,3.809804,3.960503,2019,88.2
282,Canada,,3.726715,3.60393,3.750496,3.381662,3.89804,3.809804,3.960503,2020,87.8
283,Canada,,3.726715,3.60393,3.750496,3.381662,3.89804,3.809804,3.960503,2021,100.0
284,Canada,,3.726715,3.60393,3.750496,3.381662,3.89804,3.809804,3.960503,2022,112.8
285,Canada,CAN,4.0,4.0,4.3,3.6,4.2,4.1,4.1,2023,110.7
286,Canada,,4.0,4.0,4.3,3.6,4.2,4.1,4.1,2024,111.7
287,Canada,,4.0,4.0,4.3,3.6,4.2,4.1,4.1,2025,115.9
288,Central African Republic,CAF,2.573243,2.451515,2.088485,2.334199,2.7,2.477056,3.334199,2012,
289,Central African Republic,CAF,2.360932,2.470238,2.497619,2.160714,2.307936,2.307936,2.474603,2014,
290,Central African Republic,CAF,2.148357,2.238095,1.928571,2.304762,1.928571,2.104762,2.333333,2018,
291,Central African Republic,CAF,2.5,2.4,2.6,2.1,2.9,2.4,2.6,2023,
292,Chad,TCD,1.9832854562238964,2.0,1.8,1.83333,1.81818,1.90909,2.55556,2007,
293,Chad,TCD,2.490989,2.270555,2.0,2.75,2.0375,2.619444,3.140278,2010,
294,Chad,TCD,2.029731,1.857143,2.0,2.0,2.0,1.571429,2.714286,2012,
295,Chad,TCD,2.52968,2.462963,2.333333,2.333333,2.337963,2.712963,3.023148,2014,
